pattern,Label
"VAR VAR VAR STR VAR STR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR AND VAR VAR.""",Safe
"VAR'VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR. VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR... VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR """,Safe
"NUM EQ NUM TAUTOLOGY ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) ) ::VAR|| ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR SEMI VAR LIKE VAR VAR. LT VAR / GT LT VAR / GT VAR""",Safe
"AND VAR VAR IS VAR VAR. VAR VAR IS VAR VAR.""",Safe
"NUM ) ) ) AND ( ( STR EQ 'VAR""",Attack
"SEMI 'VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR FROM""",Safe
"VAR VAR VAR NOT VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR IS VAR VAR VAR'VAR""",Safe
"NUM ) """,Attack
"VAR VAR AND VAR VAR.""",Safe
"NUM ) AND STR EQ '""",Attack
"VAR VAR VAR""",Attack
"VAR VAR VAR ) AND ( STR EQ '""",Attack
"NULL COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR AND VAR'VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR AND VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR VAR VAR AND VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR ( VAR ) ) AND ( ( STR % STR EQ STR """,Attack
"AND VAR""",Safe
"VAR VAR VAR""",Safe
"VAR VAR VAR ) ) ||'""",Attack
"VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR IS VAR VAR VAR. VAR VAR VAR VAR""",Safe
"VAR STR VAR STR VAR VAR VAR VAR. VAR VAR""",Safe
"NUM ) ) ) AND ( ( STR LIKE 'VAR""",Attack
"VAR VAR VAR ) COMMENT VAR""",Attack
"NULL ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR VAR ( NUM ) COMMENT """,Attack
"VAR VAR VAR AND VAR VAR VAR VAR VAR VAR OR VAR VAR. VAR STR VAR LIKE VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR OR VAR. VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR IS VAR""",Safe
"VAR VAR VAR VAR""",Safe
"AND VAR (VAR VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"NUM COMMENT """,Attack
"NULL COMMENT """,Attack
"AND VAR VAR. VAR STR VAR VAR AND VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR? VAR VAR VAR VAR VAR VAR VAR AND VAR VAR""",Safe
"(SELECT (SELECT (SELECT (SELECT VAR)))) ) ) \ ) AND ( STR EQ 'VAR""",Attack
"NUM COMMENT """,Attack
"VAR ( VAR ( VAR ( NUM / NUM ) ) ) ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND STR VAR STR EQ STR VAR COMMENT VAR VAR VAR VAR VAR VAR VAR VAR. VAR STR VAR VAR""",Attack
"VAR STR . LT VAR / GT LT VAR / GT AND VAR: VAR VAR VAR! VAR VAR VAR AND VAR VAR VAR VAR! VAR""",Safe
"VAR VAR VAR: LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR - VAR VAR VAR VAR VAR VAR AND VAR VAR VAR!""",Safe
"NUM COMMENT """,Attack
"NUM ) AND ( ( STR % STR EQ STR """,Attack
"VAR IS VAR VAR VAR VAR-VAR VAR VAR VAR. VAR """,Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR TRUE VAR? VAR VAR VAR VAR VAR VAR VAR VAR? VAR VAR VAR VAR VAR OR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR """,Safe
"VAR VAR VAR VAR AND VAR VAR. VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR IS VAR VAR AND NOT VAR VAR. VAR VAR VAR VAR IS VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR STR VAR STR VAR VAR VAR VAR VAR VAR""",Safe
": -@/VAR^VAR-\ NUM &- NUM TAUTOLOGY ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) ) ::VAR|| ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) VAR VAR ) COMMENT VAR""",Attack
"(SELECT (SELECT (SELECT (SELECT (SELECT NUM ))))) ) ) ) GT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR'VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR-VAR. VAR NOT VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR AND VAR. VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR AND VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR.'VAR ...""",Attack
"VAR VAR'VAR VAR VAR VAR). VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR NOT VAR VAR.""",Safe
"VAR ( VAR ) ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR? VAR. VAR? VAR. VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR STR VAR """,Safe
"AND VAR VAR AND VAR. VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR?VAR&*VAR&VAR)}VAR/ NUM @ NUM COMMENT VAR^] NUM /{VAR??VAR*)VAR}@%\$VAR~ GT GT SEMI %{@VAR SEMI NUM [VAR SEMI EQ } NUM `?}~VAR ) OR VAR ( VAR ) COMMENT """,Attack
"VAR AND VAR VAR-VAR. VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"NUM ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
VAR VAR VAR ) TAUTOLOGY,Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR""",Safe
"VAR STR VAR... STR AND VAR VAR VAR VAR VAR VAR STR VAR STR """,Safe
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( ( NUM EQ NUM """,Attack
"NULL COMMENT """,Attack
"NUM ) ) ) AND ( STR % STR EQ STR """,Attack
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR VAR. VAR VAR VAR IS VAR VAR VAR VAR VAR'VAR VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR. STR VAR VAR""",Safe
"NUM EQ NUM VAR VAR NUM COMMENT """,Attack
"VAR VAR VAR'VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR. LT VAR""",Safe
"VAR IS VAR NOT VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR STR //""",Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR OR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR""",Safe
"VAR ) / ) + STR VAR}VAR'VAR VAR`VAR""",Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR'VAR VAR""",Safe
"NUM EQ NUM TAUTOLOGY COMMENT """,Attack
"NUM ) AND ( STR LIKE 'VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR. VAR IS VAR VAR VAR VAR.""",Safe
"AND VAR VAR  AND VAR VAR  VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"OR VAR VAR""",Safe
"STR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR?""",Safe
"VAR NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR- VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR' VAR VAR.VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR AND""",Safe
"VAR VAR VAR ) AND ( ( STR VAR STR EQ STR VAR""",Attack
"VAR ) ) """,Attack
"VAR VAR VAR'VAR VAR AND VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR'VAR VAR VAR.""",Safe
"NULL COMMENT """,Attack
"VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( STR EQ '""",Attack
"NUM ) COMMENT """,Attack
"VAR VAR IS VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR""",Safe
"VAR NOT VAR VAR.""",Safe
"NUM COMMENT """,Attack
"VAR VAR AND VAR STR VAR VAR. STR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR """,Safe
"VAR ( VAR ( (SELECT (SELECT NUM )) ) *(SELECT (SELECT NUM )) ] ) ) VAR FROM COMMENT ( SELECT VAR UNION_SELECT (SELECT (SELECT (SELECT NUM ))) UNION_SELECT VAR UNION_SELECT (SELECT (SELECT (SELECT VAR))) ) VAR VAR VAR VAR +){ ) +'""",Attack
"VAR ( VAR ( VAR ( NUM / NUM ) ) ) ) COMMENT """,Attack
"VAR VAR'VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR VAR VAR. VAR VAR""",Safe
"VAR VAR VAR""",Safe
"VAR VAR VAR ) AND ( ( STR EQ 'VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR - VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR""",Safe
"VAR""",Safe
"VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) VAR NUM COMMENT """,Attack
"NUM ) ) ) COMMENT """,Attack
"VAR VAR VAR ) ) ||'""",Attack
"NUM ) """,Attack
"VAR VAR VAR ) AND ( ( ( STR LIKE 'VAR""",Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR NUM / NUM . VAR'VAR VAR VAR-VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR. VAR VAR""",Safe
"VAR VAR VAR VAR VAR IS VAR VAR.""",Safe
"VAR'VAR VAR VAR VAR. VAR VAR VAR!""",Safe
"VAR VAR VAR VAR VAR VAR.AND VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR. VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR STR VAR VAR STR VAR""",Safe
"AND VAR VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR""",Safe
"NUM EQ NUM """,Attack
"VAR VAR VAR ) AND STR EQ '""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR AND VAR VAR VAR VAR VAR VAR'VAR VAR """,Safe
"NOT VAR VAR VAR VAR STR VAR. VAR VAR VAR VAR NUM VAR VAR NUM .""",Safe
"NUM ) ) ) AND STR % STR EQ STR """,Attack
"AND VAR VAR VAR VAR VAR VAR STR VAR. STR LT VAR / GT LT VAR / GT VAR'VAR""",Attack
"VAR""",Safe
"VAR VAR VAR""",Safe
"VAR VAR LIKE VAR VAR ... AND VAR VAR VAR VAR VAR.*/VAR NUM EQ NUM COMMENT """,Attack
"VAR VAR VAR ) ) +'""",Attack
"VAR$VAR)VAR SEMI ) |)AND. SEMI ( | STR EQ 'VAR[VAR?VAR%. SEMI VAR.VAR SEMI @""",Attack
"VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR OR VAR. VAR VAR VAR VAR VAR.""",Safe
"VAR STR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR STR VAR VAR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR IS VAR VAR""",Safe
"NUM ) ) ) ) +'""",Attack
"NUM ) ) ) AND STR LIKE 'VAR""",Attack
"( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) COMMENT """,Attack
"NUM EQ NUM """,Attack
"NUM COMMENT """,Attack
"NUM EQ NUM """,Attack
"""",Safe
"VAR AND VAR.""",Safe
"VAR STR NUM STR VAR STR VAR""",Attack
"AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"NULL COMMENT """,Attack
"VAR! LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR""",Safe
"NUM COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR - VAR VAR AND VAR VAR VAR VAR VAR VAR - VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT NOT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR :-)""",Safe
"VAR VAR.VAR ) ^ VAR~VAR VAR: )~VAR )) """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR.""",Safe
"VAR VAR VAR. VAR """,Attack
"VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR\VAR VAR[}) ?+AND+])( SEMI ^ STR GT LIKE`'VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"NUM ) AND ( ( ( STR EQ 'VAR""",Attack
"NULL COMMENT """,Attack
"VAR AND VAR VAR. VAR VAR""",Safe
"VAR VAR.""",Safe
"VAR VAR VAR ) COMMENT OR VAR AND TRUE OR FALSE AND (SELECT VAR)! EQ (SELECT (SELECT (SELECT (SELECT (SELECT NUM ))))) OR FALSE && TRUE COMMENT """,Attack
"VAR VAR VAR VAR""",Safe
"AND VAR VAR VAR VAR VAR VAR. VAR VAR/VAR IS VAR VAR VAR VAR AND VAR SEMI VAR VAR VAR""",Safe
"VAR IS VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR(VAR VAR VAR""",Safe
"NULL COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR""",Safe
"VAR VAR VAR. VAR VAR VAR VAR""",Attack
"VAR VAR ) AND ( STR EQ 'VAR""",Attack
"VAR""",Safe
"VAR VAR. VAR'VAR VAR VAR VAR VAR VAR VAR """,Attack
"VAR STR VAR'VAR VAR VAR! STR AND VAR VAR) VAR VAR VAR VAR VAR VAR VAR IS VAR VAR. VAR VAR VAR-VAR VAR VAR VAR.""",Safe
"VAR VAR VAR VAR AND VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR IS VAR VAR VAR-VAR VAR AND VAR VAR VAR VAR FROM VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR'VAR VAR VAR VAR VAR VAR VAR IS VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR ) AND ( ( ( STR % STR EQ STR """,Attack
"VAR VAR VAR LIKE VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"(SELECT (SELECT NUM )))\AND TRUE OR\FALSE AND TRUE AND TRUE{ COMMENT VAR""",Attack
"NUM COMMENT """,Attack
"VAR. ) .) ' AND: STR % STR EQ STR """,Attack
"VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR... STR VAR VAR VAR VAR! STR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR """,Safe
")%VAR-VAR LT VAR+VAR&(VAR\VAR[VAR|/VAR^!VAR COMMENT VAR+VAR""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR""",Safe
"VAR-]VAR&VAR {VAR~ NUM }VAR@VAR\: EQ GT VAR LT VAR? GT VAR| NUM %)VAR:VAR(VAR]VAR^ NUM `|?!VAR]VAR~@VAR @. EQ ? NUM ~{VAR(-VAR EQ {.% LT VAR GT VAR}* COMMENT }VAR-[ NUM &VAR COMMENT NUM {VAR(VAR^VAR(VAR VAR~+ NUM /%VAR^VAR)\?VAR SEMI VAR({|VAR!VAR)VAR[VAR.VAR.*VAR SEMI VAR(VAR) SEMI VAR% STR ) ) ) """,Attack
"NULL COMMENT """,Attack
"VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR IS VAR VAR""",Attack
"AND VAR'VAR VAR VAR LIKE VAR VAR VAR VAR VAR VAR AND VAR VAR""",Safe
"VAR VAR VAR ) """,Attack
"VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR (VAR VAR) """,Safe
"VAR VAR VAR""",Safe
"NUM COMMENT COMMENT VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR IS VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Attack
"( SELECT VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) + ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR VAR ( NUM ) VAR VAR ( NUM ) VAR ) ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) +VAR ( NUM ) ) ) AND ( ( ( STR EQ '""",Attack
"IS VAR VAR'VAR VAR VAR VAR VAR """,Safe
"VAR VAR VAR AND VAR VAR (VAR.VAR.: STR VAR VAR VAR STR OR VAR VAR VAR VAR). VAR VAR VAR VAR VAR VAR VAR VAR OR VAR VAR VAR LIKE VAR'VAR VAR VAR VAR""",Safe
"NUM EQ NUM OR VAR ( NUM ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR ( NUM ). VAR VAR VAR VAR VAR SEMI VAR VAR VAR VAR VAR VAR AND VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR""",Safe
"NUM ) ) ) AND ( ( ( STR VAR STR EQ STR VAR""",Attack
"VAR VAR VAR VAR'VAR VAR VAR VAR""",Attack
"VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR-VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR VAR VAR. VAR VAR VAR VAR'VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR (VAR) VAR IS VAR""",Safe
"VAR VAR""",Safe
"VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"VAR VAR VAR'VAR VAR VAR VAR VAR NUM VAR VAR. VAR VAR VAR!""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM VAR.VAR VAR VAR VAR ) VAR ) """,Attack
"VAR ( VAR ( NUM ) * NUM ) ) VAR FROM ( SELECT NUM UNION_SELECT NUM UNION_SELECT NUM UNION_SELECT NUM ) VAR VAR VAR VAR ) AND ( ( STR VAR STR LIKE STR VAR""",Attack
"VAR VAR VAR VAR VAR VAR-VAR VAR AND VAR """,Attack
"VAR VAR VAR ) COMMENT """,Attack
"VAR VAR.""",Attack
"NUM COMMENT """,Attack
"VAR VAR VAR ) ) ||'""",Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR NUM VAR VAR VAR NUM VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. VAR VAR""",Safe
"NUM EQ NUM TAUTOLOGY .VAR ( ( VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) || ( SELECT ( VAR VAR ( NUM EQ NUM ) VAR NUM VAR NUM VAR ) FROM VAR ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ||VAR ( NUM ) ) ) COMMENT """,Attack
"OR VAR STR VAR-VAR VAR VAR STR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR AND VAR'VAR VAR.""",Safe
"AND VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR OR VAR. LT VAR / GT LT VAR / GT VAR VAR IS VAR. VAR VAR""",Safe
"VAR IS VAR VAR... VAR VAR VAR VAR'VAR VAR VAR... LT VAR / GT LT VAR / GT """,Safe
"VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR IS VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR IS VAR VAR VAR VAR VAR - VAR IS VAR VAR VAR VAR VAR (VAR VAR STR OR STR VAR VAR VAR VAR VAR! STR VAR VAR VAR VAR/VAR""",Safe
"VAR VAR VAR VAR IS VAR VAR VAR VAR""",Safe
"NUM COMMENT """,Attack
"NULL COMMENT """,Attack
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR""",Safe
"VAR VAR VAR VAR. VAR VAR VAR""",Safe
"AND VAR VAR (VAR VAR VAR VAR) AND VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR OR VAR VAR.""",Safe
"VAR VAR VAR VAR LIKE STR VAR VAR STR (LIKE VAR VAR VAR""",Safe
"VAR VAR VAR ) COMMENT """,Attack
"NUM COMMENT """,Attack
"VAR VAR VAR IS VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR VAR. VAR VAR VAR VAR VAR.""",Safe
"VAR VAR */VAR ) ) COMMENT """,Attack
"NULL ) AND ( ( ( NUM EQ NUM """,Attack
"VAR LIKE VAR VAR VAR.""",Safe
"VAR VAR""",Attack
"VAR VAR VAR'VAR. VAR VAR VAR VAR VAR AND VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR.""",Safe
"OR VAR VAR VAR VAR VAR VAR VAR STR VAR-VAR-VAR STR VAR VAR VAR VAR VAR! VAR VAR VAR VAR VAR'VAR VAR VAR VAR VAR VAR VAR IS VAR VAR.""",Safe
"VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR VAR. LT VAR / GT LT VAR / GT VAR VAR VAR VAR. VAR'VAR""",Safe
"NUM ) ) ) AND ( ( ( STR VAR STR LIKE STR VAR""",Attack
"NUM ) ) ) """,Attack
